rooms_num_square,type_offer,price_period,views,likes,address,apartment_complex,floors,furniture,series,building_type_year,added_ago,condition,link
"2-комн. кв., 65 м2",от агента,104 116 сом/мес.,769,2,"Бишкек, ЦУМ, Киевская/Тыныстанова",Bay Tash Tower,7 этаж из 19,полностью меблирована,элитка,"монолитный, 2018 г.",Добавлено 8 месяцев назад,евроремонт,https://www.house.kg/details/149437064818df5af6ae2-70869737
"2-комн. кв., 80 м2",от агента,65 073 сом/мес.,1267,5,"Бишкек, Ак Кеме, Чынгыз   Айтматова 104",,8 этаж из 12,,элитка,панельный,Добавлено 8 месяцев назад,евроремонт,https://www.house.kg/details/2393776482a7551e2bf1-35360187
"5-комн. кв., 140 м2",от агента,112 793 сом/мес.,129,1,"Бишкек, Ипподром",,9 этаж из 10,,пентхаус,монолитный,Добавлено 2 месяца назад,евроремонт,https://www.house.kg/details/7814767656e9b27d03914-92179980
"2-комн. кв., 56 м2",от агента,69 411 сом/мес.,1001,2,"Бишкек, Джал-29 м-н",,1 этаж из 9,полностью меблирована,элитка,монолитный,Добавлено 8 месяцев назад,евроремонт,https://www.house.kg/details/5782086648560c73f63c1-21260753
"2-комн. кв., 43 м2",от агента,69 411 сом/мес.,865,,"Бишкек, Золотой квадрат",,2 этаж из 15,полностью меблирована,элитка,монолитный,Добавлено 8 месяцев назад,евроремонт,https://www.house.kg/details/2071144648561efb0ac08-81394639
"2-комн. кв., 88 м2",от агента,69 411 сом/мес.,863,1,"Бишкек, Горького - Панфилова",,8 этаж из 9,,элитка,кирпичный,Добавлено 8 месяцев назад,евроремонт,https://www.house.kg/details/1727349648aea9101a535-31179706
"3-комн. кв., 88 м2",от агента,73 749 сом/мес.,909,1,"Бишкек, Советская - Скрябина, Скрябина 38б","ЖК ""Кереге""",6 этаж из 12,,элитка,"монолитный, 2018 г.",Добавлено 8 месяцев назад,евроремонт,https://www.house.kg/details/5277412648bfb33dc0311-72142545
"2-комн. кв., 75 м2",от агента,52 058 сом/мес.,1431,9,"Бишкек, Парк Панфилова/Спартак",,5 этаж из 12,полностью меблирована,элитка,кирпичный,Добавлено 8 месяцев назад,евроремонт,https://www.house.kg/details/464343648bfd3d07f410-58947161
"3-комн. кв., 80 м2",от агента,86 764 сом/мес.,243,1,"Бишкек, Политех",,9 этаж из 14,,элитка,монолитный,Добавлено 3 месяца назад,евроремонт,https://www.house.kg/details/3315750656023ccd900c9-14958043
"3-комн. кв., 144 м2",от агента,69 411 сом/мес.,489,1,"Бишкек, 8 м-н, Донецкая/Советская, СШ64",,6 этаж из 9,полностью меблирована,элитка,"кирпичный, 2021 г.",Добавлено 3 месяца назад,евроремонт,https://www.house.kg/details/76775465520ff1bce944-09907858
"3-комн. кв., 138 м2",от агента,173 527 сом/мес.,229,,"Бишкек, Магистраль, Токомбаева 21/3/Южная Магистраль",Жилой дом “Флоренция”,3 этаж из 14,,элитка,"монолитный, 2022 г.",Добавлено 3 месяца назад,евроремонт,https://www.house.kg/details/230873465616e427c9310-32409507
"2-комн. кв., 54 м2",от агента,52 058 сом/мес.,1128,6,"Бишкек, КНУ, Фрунзе 230/Калык-Акиева",,10 этаж из 10,полностью меблирована,элитка,"монолитный, 2019 г.",Добавлено 8 месяцев назад,евроремонт,https://www.house.kg/details/94887686491913986b6f0-02272298
"3-комн. кв., 100 м2",от агента,52 058 сом/мес.,500,3,"Бишкек, Магистраль",,4 этаж из 9,,элитка,монолитный,Добавлено 2 месяца назад,хорошее,https://www.house.kg/details/482436656e9a61be87b8-99026224
"2-комн. кв., 80 м2",от агента,60 735 сом/мес.,897,1,"Бишкек, Академия Наук",,2 этаж из 10,полностью меблирована,элитка,монолитный,Добавлено 8 месяцев назад,евроремонт,https://www.house.kg/details/6145749649295e9c893d4-27406517
"1-комн. кв., 50 м2",от агента,45 000 сом/мес.,1691,13,"Бишкек, 5 м-н, 5 мкр 38/1",,8 этаж из 12,,элитка,монолитный,Добавлено 7 месяцев назад,хорошее,https://www.house.kg/details/853162164a51abae7c188-27259473
"1-комн. кв., 55 м2",от агента,52 058 сом/мес.,1492,19,"Бишкек, 3 м-н",,6 этаж из 9,,элитка,кирпичный,Добавлено 7 месяцев назад,евроремонт,https://www.house.kg/details/599306064a8ff25d108c0-51779304
"2-комн. кв., 65 м2",от агента,69 411 сом/мес.,120,,"Бишкек, Московская - Белинка",,9 этаж из 15,,элитка,монолитный,Добавлено 2 месяца назад,евроремонт,https://www.house.kg/details/973640065695442256383-98939635
"2-комн. кв., 60 м2",от агента,47 720 сом/мес.,1271,7,"Бишкек, КНУ",,5 этаж из 12,частично меблирована,элитка,монолитный,Добавлено 7 месяцев назад,евроремонт,https://www.house.kg/details/401668064ab890cd3e110-62243894
"2-комн. кв., 60 м2",от агента,86 764 сом/мес.,700,,"Бишкек, Карпинка, Фрунзе/Гоголя","Жилой комплекс ""Империал""",4 этаж из 16,полностью меблирована,элитка,"монолитный, 2019 г.",Добавлено 7 месяцев назад,хорошее,https://www.house.kg/details/34894464ab8b6b4dee26-17203324
"2-комн. кв., 80 м2",от агента,47 720 сом/мес.,1484,11,"Бишкек, Парк Панфилова/Спартак",,4 этаж из 9,,элитка,кирпичный,Добавлено 7 месяцев назад,хорошее,https://www.house.kg/details/334361264acdb2896f891-46924378
"3-комн. кв., 130 м2",от агента,130 145 сом/мес.,608,3,"Бишкек, Золотой квадрат",,3 этаж из 6,полностью меблирована,элитка,кирпичный,Добавлено 7 месяцев назад,евроремонт,https://www.house.kg/details/40219864acfe33563427-31924833
"2-комн. кв., 61 м2",от агента,52 058 сом/мес.,1074,3,"Бишкек, Академия Наук",,9 этаж из 10,,элитка,кирпичный,Добавлено 7 месяцев назад,евроремонт,https://www.house.kg/details/496783264ae2c33635657-85271492
"2-комн. кв., 52 м2",от агента,60 000 сом/мес.,775,,"Бишкек, Тунгуч м-н, Анкара 16",,10 этаж из 10,,элитка,монолитный,Добавлено 6 месяцев назад,хорошее,https://www.house.kg/details/96129764e58414dc6257-76671503
"2-комн. кв., 91 м2",от агента,58 999 сом/мес.,1117,5,"Бишкек, 5 м-н",,7 этаж из 10,,элитка,кирпичный,Добавлено 7 месяцев назад,евроремонт,https://www.house.kg/details/62851064af8d831681a8-54485837
"2-комн. кв., 58 м2",от агента,52 058 сом/мес.,1218,6,"Бишкек, КНУ",,5 этаж из 10,,элитка,монолитный,Добавлено 7 месяцев назад,евроремонт,https://www.house.kg/details/771788664b0fb85ece7e4-63237278
"1-комн. кв., 45 м2",от агента,47 720 сом/мес.,1650,5,"Бишкек, VEFA, Гоголя 6",,6 этаж из 9,,106 серия,монолитный,Добавлено 7 месяцев назад,хорошее,https://www.house.kg/details/724329664b8d25a2e59e9-57629354
"3-комн. кв., 86 м2",от агента,73 749 сом/мес.,912,1,"Бишкек, Золотой квадрат, Панфилова/Токтогула",,6 этаж из 9,полностью меблирована,элитка,монолитный,Добавлено 7 месяцев назад,евроремонт,https://www.house.kg/details/577246164b95fe91a01a4-97621066
"3-комн. кв., 72 м2",от агента,69 411 сом/мес.,713,,"Бишкек, Моссовет, Московская 46/Усенбаева",,8 этаж из 12,,элитка,монолитный,Добавлено 7 месяцев назад,евроремонт,https://www.house.kg/details/887255064b9629c3a9ff5-23782142
"2-комн. кв., 72 м2",от агента,173 527 сом/мес.,561,,"Бишкек, Золотой квадрат, Орозбекова/Чокморова",Император,10 этаж из 13,,элитка,"монолитный, 2017 г.",Добавлено 6 месяцев назад,хорошее,https://www.house.kg/details/709032764e829fc739ce2-24334003
"2-комн. кв., 60 м2",от агента,73 749 сом/мес.,641,,"Бишкек, Карпинка, Фрунзе 300/3/Гоголя","Жилой комплекс ""Империал""",4 этаж из 17,полностью меблирована,элитка,"монолитный, 2019 г.",Добавлено 7 месяцев назад,евроремонт,https://www.house.kg/details/861482464be59e4c3c957-08373728
